PART NUMBER,FAMILIA,TIPO,CLASSE,LARGURA,ORGANIZACAO,PROVA,EMPILHADO,CAPACIDADE,CONFIDENCE,REVIEW,FONTE,OBS
MT48LC16M16A2BG-75:D,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2bg-75-d,campo interface do KnownPart = 'x16'
MT48LC16M16A2BG-7E,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CHZ,campo interface do KnownPart = 'x16'
MT48LC16M16A2BG-7E IT:D,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2bg-7e-it-d,campo interface do KnownPart = 'x16'
MT48LC16M16A2BG-7E L IT:D,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9FXH,campo interface do KnownPart = 'x16'
MT48LC16M16A2BG-7E:C,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9FCM,campo interface do KnownPart = 'x16'
MT48LC16M16A2BG-7E:D,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2bg-7e-d,campo interface do KnownPart = 'x16'
MT48LC16M16A2F4-6A IT:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2f4-6a-it-g,campo interface do KnownPart = 'x16'
MT48LC16M16A2F4-6A:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2f4-6a-g,campo interface do KnownPart = 'x16'
MT48LC16M16A2F4-7E:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9PVJ,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-0 MS,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/Z9BSD,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-75,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/DWHDF,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-75 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BVM,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-75 IT:D,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2fg-75-it-d,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-75:C,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9FCQ,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-75:D,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2fg-75-d,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-7E,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BMH,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-7E:C,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9FCS,campo interface do KnownPart = 'x16'
MT48LC16M16A2FG-7E:D,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2fg-7e-d,campo interface do KnownPart = 'x16'
MT48LC16M16A2P-6A AIT:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9NNL,campo interface do KnownPart = 'x16'
MT48LC16M16A2P-6A IT:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/memory/dram-components/sdram/part-catalog/part-detail/mt48lc16m16a2p-6a-it-g,campo interface do KnownPart = 'x16'
MT48LC16M16A2P-6A L:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9NNG,campo interface do KnownPart = 'x16'
MT48LC16M16A2P-6A:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/memory/dram-components/sdram/part-catalog/part-detail/mt48lc16m16a2p-6a-g,campo interface do KnownPart = 'x16'
MT48LC16M16A2TG-6A IT:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2tg-6a-it-g,campo interface do KnownPart = 'x16'
MT48LC16M16A2TG-6A:G,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc16m16a2tg-6a-g,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-10,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTQ,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-10 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTS,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-10 XT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTV,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-75,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CSL,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-75 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CSN,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-75 XT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CQQ,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-8,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTB,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-8 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTD,campo interface do KnownPart = 'x16'
MT48LC16M16LFB8-8 XT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTG,campo interface do KnownPart = 'x16'
MT48LC16M16LFBG-75,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CQB,campo interface do KnownPart = 'x16'
MT48LC16M16LFBG-8,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BRG,campo interface do KnownPart = 'x16'
MT48LC16M16LFBG-8 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CDT,campo interface do KnownPart = 'x16'
MT48LC16M16LFBG-8 XT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CDV,campo interface do KnownPart = 'x16'
MT48LC16M16LFF8-10,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTX,campo interface do KnownPart = 'x16'
MT48LC16M16LFF8-10 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CVB,campo interface do KnownPart = 'x16'
MT48LC16M16LFF8-10 XT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CVD,campo interface do KnownPart = 'x16'
MT48LC16M16LFF8-75,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CSS,campo interface do KnownPart = 'x16'
MT48LC16M16LFF8-75 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CSV,campo interface do KnownPart = 'x16'
MT48LC16M16LFF8-8,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTJ,campo interface do KnownPart = 'x16'
MT48LC16M16LFF8-8 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTL,campo interface do KnownPart = 'x16'
MT48LC16M16LFF8-8 XT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9CTN,campo interface do KnownPart = 'x16'
MT48LC16M16LFFG-10,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BGX,campo interface do KnownPart = 'x16'
MT48LC16M16LFFG-10 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BHB,campo interface do KnownPart = 'x16'
MT48LC16M16LFFG-75,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BHD,campo interface do KnownPart = 'x16'
MT48LC16M16LFFG-75 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BHG,campo interface do KnownPart = 'x16'
MT48LC16M16LFFG-8,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BHJ,campo interface do KnownPart = 'x16'
MT48LC16M16LFFG-8 IT,MT4,SDRAM,dram_legacy,x16,,banco,,,confirmed,approved,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/-/D9BHL,campo interface do KnownPart = 'x16'
MT48LC4M32B2B5-6,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-6 IT:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-6:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-6A AAT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/memory/dram-components/sdram/part-catalog/part-detail/mt48lc4m32b2b5-6a-aat-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-6A AIT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2b5-6a-ait-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-6A IT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2b5-6a-it-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-6A XIT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/memory/dram-components/sdram/part-catalog/part-detail/mt48lc4m32b2b5-6a-xit-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-6A:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2b5-6a-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-7,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-7 AT:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-7 IT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-7 IT:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-7:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-8 XT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2B5-8 XT:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2BC-6,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2BC-7,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2F5-6,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2F5-6:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2F5-6A IT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2f5-6a-it-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2F5-6A:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2f5-6a-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2F5-7,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2F5-7 IT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2F5-7 IT:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2F5-7:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2FC-6,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2FC-7,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2FC-7 IT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2P-6A AAT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2P-6A AIT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2p-6a-ait-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2P-6A IT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2p-6a-it-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2P-6A:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2p-6a-l,campo interface do KnownPart = 'x32'
MT48LC4M32B2TG-6A AIT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2TG-6A IT:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32B2TG-6A:L,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.micron.com/products/obsolete/obsolete-sdram/part-catalog/part-detail/mt48lc4m32b2tg-6a-l,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-0 MS,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-10,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-10 IT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-10 IT:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-10:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-75M,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-75M:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-8,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-8 IT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-8 IT:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-8 XT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFB5-8:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFBC-10,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFBC-10 IT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFBC-8,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFBC-8 IT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFF5-0 MS,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFF5-10,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFF5-10 IT,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFF5-10 IT:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
MT48LC4M32LFF5-10:G,MT4,SDRAM,dram_legacy,x32,,banco,,,confirmed,approved,https://www.digikey.com/en/products/detail/micron-technology-inc/MT48LC4M32B2F5-6-G/973365,campo interface do KnownPart = 'x32'
