pn,pn_raw,base_pn,is_base,chip_type,subtype,capacity,density_gbit,density_gb,interface,organization,voltage,speed_mbps,package_pins,package_size,package_type,notes,source,confidence,status
KM8F8001LM,KM8F8001LM-B813,KM8F8001LM,yes,uMCP,LPDDR4X + UFS 2.1,256GB,,,UFS 2.1,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-4266. pn[3:5]=F8 → 256GB UFS + 10GB LPDDR4X (80Gb). ⚠ SAM_EMCP_CAP F8=256GB+12GB — KM8F8001LM tem 10GB. Corrigir via fix_known_parts. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8F8001MM,KM8F8001MM-B813,KM8F8001MM,yes,uMCP,LPDDR4X + UFS 2.1,256GB,,,UFS 2.1,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-4266. pn[3:5]=F8 → 256GB UFS + 12GB LPDDR4X (96Gb). Âncora SAM_EMCP_CAP F8=256GB+12GB ✓. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8F9001JM,KM8F9001JM-B813,KM8F9001JM,yes,uMCP,LPDDR4X + UFS 2.2,256GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=F9 → 256GB UFS + 8GB LPDDR4X (64Gb). Âncora SAM_EMCP_CAP F9=256GB+8GB ✓. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8F9001JA,KM8F9001JA-B816,KM8F9001JA,yes,uMCP,LPDDR4X + UFS 2.2,256GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=F9 → 256GB UFS + 8GB LPDDR4X (64Gb). SAM_EMCP_CAP F9=256GB+8GB ✓. Sufixo -B816 (revisão 6). 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8V7001JM,KM8V7001JM-B810,KM8V7001JM,yes,uMCP,LPDDR4X + UFS 2.1,128GB,,,UFS 2.1,,1.8V/1.1V,3733,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-3733 (variante velocidade menor). pn[3:5]=V7 → 128GB UFS + 8GB LPDDR4X (64Gb). SAM_EMCP_CAP V7=128GB+8GB (entrada nova 2026-05-28). 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8V7001JA,KM8V7001JA-B813,KM8V7001JA,yes,uMCP,LPDDR4X + UFS 2.1,128GB,,,UFS 2.1,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-4266. pn[3:5]=V7 → 128GB UFS + 8GB LPDDR4X (64Gb). SAM_EMCP_CAP V7=128GB+8GB ✓. Variante JA (4266 Mbps vs JM 3733 Mbps). 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8V8001JM,KM8V8001JM-B813,KM8V8001JM,yes,uMCP,LPDDR4X + UFS 2.1,128GB,,,UFS 2.1,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-4266. pn[3:5]=V8 → 128GB UFS + 8GB LPDDR4X (64Gb). ⚠ SAM_EMCP_CAP V8=128GB+4GB (âncora KM5V8001DM). KM8V8001JM tem 8GB — corrigir via fix_known_parts. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8V8001LM,KM8V8001LM-B813,KM8V8001LM,yes,uMCP,LPDDR4X + UFS 2.1,128GB,,,UFS 2.1,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-4266. pn[3:5]=V8 → 128GB UFS + 10GB LPDDR4X (80Gb). ⚠ SAM_EMCP_CAP V8=128GB+4GB — KM8V8001LM tem 10GB. Corrigir via fix_known_parts. Galaxy S21 Exynos. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8V9001JM,KM8V9001JM-B813,KM8V9001JM,yes,uMCP,LPDDR4X + UFS 2.2,128GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=V9 → 128GB UFS + 8GB LPDDR4X (64Gb). SAM_EMCP_CAP V9=128GB+8GB (entrada nova 2026-05-28). 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8L9001JA,KM8L9001JA-B624,KM8L9001JA,yes,uMCP,LPDDR4X + UFS 2.2,128GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=L9 → 128GB UFS + 8GB LPDDR4X (64Gb). SAM_EMCP_CAP L9=128GB+8GB ✓. Variante JA. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8L9001JM,KM8L9001JM-B624,KM8L9001JM,yes,uMCP,LPDDR4X + UFS 2.2,128GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=L9 → 128GB UFS + 8GB LPDDR4X (64Gb). Âncora SAM_EMCP_CAP L9=128GB+8GB ✓. 254-ball FBGA. Confirmado Samsung Electronics ✓ + Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM2H7001CM,KM2H7001CM-B518,KM2H7001CM,yes,uMCP,LPDDR4X + UFS 2.1,64GB,,,UFS 2.1,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-4266. pn[3:5]=H7 → 64GB UFS + 6GB LPDDR4X (48Gb). ⚠ SAM_EMCP_CAP H7=64GB+4GB (âncora KM5H7001DM). KM2H7001CM tem 6GB — corrigir via fix_known_parts. Família KM2H. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM2V8001CM,KM2V8001CM-B707,KM2V8001CM,yes,uMCP,LPDDR4X + UFS 2.1,128GB,,,UFS 2.1,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-4266. pn[3:5]=V8 → 128GB UFS + 6GB LPDDR4X (48Gb). ⚠ SAM_EMCP_CAP V8=128GB+4GB — KM2V8001CM tem 6GB. Âncora KM2 genérico. Corrigir via fix_known_parts. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM2L9001CM,KM2L9001CM-B518,KM2L9001CM,yes,uMCP,LPDDR4X + UFS 2.2,128GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=L9 → 128GB UFS + 6GB LPDDR4X (48Gb). ⚠ SAM_EMCP_CAP L9=128GB+8GB (âncora KM8L). KM2L9001CM tem 6GB — corrigir via fix_known_parts. Família KM2L. 254-ball FBGA. Confirmado Octopart + Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM2P8001CM,KM2P8001CM-B518,KM2P8001CM,yes,uMCP,LPDDR4X + UFS 2.1,64GB,,,UFS 2.1,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-4266. pn[3:5]=P8 → 64GB UFS + 6GB LPDDR4X (48Gb). ⚠ SAM_EMCP_CAP P8=64GB+4GB (âncora KM5P). KM2P8001CM tem 6GB — corrigir via fix_known_parts. Família KM2P (nova 2026-05-28). 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM2P9001CM,KM2P9001CM-B518,KM2P9001CM,yes,uMCP,LPDDR4X + UFS 2.2,64GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=P9 → 64GB UFS + 6GB LPDDR4X (48Gb). ⚠ SAM_EMCP_CAP P9=64GB+4GB (âncora KM5P). KM2P9001CM tem 6GB — corrigir via fix_known_parts. Família KM2P (nova 2026-05-28). 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
KM8F9001MM,KM8F9001MM-B830,KM8F9001MM,yes,uMCP,LPDDR4X + UFS 2.2,256GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,"uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=F9 → 256GB UFS + 12GB LPDDR4X (96Gb). ⚠ SAM_EMCP_CAP F9=256GB+8GB (âncora JM/JA com 64Gb). KM8F9001MM tem 12GB (96Gb) — corrigir via fix_known_parts. Mesma relação que F8: MM=12GB, JM/JA=8GB. 254-ball FBGA. Confirmado Samsung Semiconductor Global.",Samsung Semiconductor Global,confirmed,enriched
KM5L9001DA,KM5L9001DA-B424,KM5L9001DA,yes,uMCP,LPDDR4X + UFS 2.2,128GB,,,UFS 2.2,,1.8V/1.1V,4266,254,,FBGA,"uMCP UFS 2.2 + LPDDR4X-4266. pn[3:5]=L9 → 128GB UFS + 4GB LPDDR4X (32Gb). ⚠ SAM_EMCP_CAP L9=128GB+8GB (âncora KM8L). KM5L9001DA tem 4GB — mesmos specs que KM5L9001DM, variante sufixo DA. Corrigir via fix_known_parts. 254-ball FBGA. Confirmado Samsung Semiconductor Global.",Samsung Semiconductor Global,confirmed,enriched
KM2V7001CM,KM2V7001CM-B706,KM2V7001CM,yes,uMCP,LPDDR4X + UFS 2.1,128GB,,,UFS 2.1,,1.8V/1.1V,3733,254,,FBGA,uMCP UFS 2.1 + LPDDR4X-3733 (variante velocidade menor). pn[3:5]=V7 → 128GB UFS + 6GB LPDDR4X (48Gb). ⚠ SAM_EMCP_CAP V7=128GB+8GB (âncora KM8V7001JM/JA). KM2V7001CM tem 6GB (48Gb) — família KM2 usa RAM maior. Corrigir via fix_known_parts. 254-ball FBGA. Confirmado Samsung Semiconductor Global.,Samsung Semiconductor Global,confirmed,enriched
