pn,pn_raw,base_pn,is_base,chip_type,subtype,capacity,density_gbit,density_gb,interface,organization,voltage,speed_mbps,package_pins,package_size,package_type,notes,source,confidence,status
K4FHE3D4HATHCL,K4FHE3D4HA-THCL,K4FHE3D4HATHCL,yes,LPDDR4,LPDDR4 Mobile,3GB,24Gb,3GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,DDP. 3rd-gen 10nm-class (gen D). Rev A. 24Gb=3GB.,Samsung Semiconductor Global,confirmed,enriched
K4FHE3D4HATFCL,K4FHE3D4HA-TFCL,K4FHE3D4HATFCL,yes,LPDDR4,LPDDR4 Mobile,3GB,24Gb,3GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,DDP. 3rd-gen 10nm-class (gen D). Rev A. 24Gb=3GB.,Samsung Semiconductor Global,confirmed,enriched
K4FHE3D4HAGFCL,K4FHE3D4HA-GFCL,K4FHE3D4HAGFCL,yes,LPDDR4,LPDDR4 Mobile,3GB,24Gb,3GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,DDP. 3rd-gen 10nm-class (gen D). Rev A. 24Gb=3GB.,Samsung Semiconductor Global,confirmed,enriched
K4FHE3D4HATUCL,K4FHE3D4HA-TUCL,K4FHE3D4HATUCL,yes,LPDDR4,LPDDR4 Mobile,3GB,24Gb,3GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,DDP. 3rd-gen 10nm-class (gen D). Rev A. 24Gb=3GB.,Samsung Semiconductor Global,confirmed,enriched
K4FBE3D4HBKHCL,K4FBE3D4HB-KHCL,K4FBE3D4HBKHCL,yes,LPDDR4,LPDDR4 Mobile,4GB,32Gb,4GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). Rev B. 32Gb=4GB. Flagship 2018+.,Samsung Semiconductor Global,confirmed,enriched
K4FBE3D4HBKFCL,K4FBE3D4HB-KFCL,K4FBE3D4HBKFCL,yes,LPDDR4,LPDDR4 Mobile,4GB,32Gb,4GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). Rev B. 32Gb=4GB.,Samsung Semiconductor Global,confirmed,enriched
K4FBE3D4HBKUCL,K4FBE3D4HB-KUCL,K4FBE3D4HBKUCL,yes,LPDDR4,LPDDR4 Mobile,4GB,32Gb,4GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). Rev B. 32Gb=4GB.,Samsung Semiconductor Global,confirmed,enriched
K4FBE3D4HMTHCL,K4FBE3D4HM-THCL,K4FBE3D4HMTHCL,yes,LPDDR4,LPDDR4 Mobile,4GB,32Gb,4GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). 32Gb=4GB. Flagship 2018+.,Samsung Semiconductor Global,confirmed,enriched
K4FBE3D4HMGFCL,K4FBE3D4HM-GFCL,K4FBE3D4HMGFCL,yes,LPDDR4,LPDDR4 Mobile,4GB,32Gb,4GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). 32Gb=4GB.,Samsung Semiconductor Global,confirmed,enriched
K4FBE3D4HMGHCL,K4FBE3D4HM-GHCL,K4FBE3D4HMGHCL,yes,LPDDR4,LPDDR4 Mobile,4GB,32Gb,4GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). 32Gb=4GB.,Samsung Semiconductor Global,confirmed,enriched
K4FBE3D4HMGUCL,K4FBE3D4HM-GUCL,K4FBE3D4HMGUCL,yes,LPDDR4,LPDDR4 Mobile,4GB,32Gb,4GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). 32Gb=4GB.,Samsung Semiconductor Global,confirmed,enriched
K4FBE3D4HMTUCL,K4FBE3D4HM-TUCL,K4FBE3D4HMTUCL,yes,LPDDR4,LPDDR4 Mobile,4GB,32Gb,4GB,LPDDR4,2CH x16,1.8V/1.1V/1.1V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). 32Gb=4GB.,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4AAMGCR,K4U6E3S4AA-MGCR,K4U6E3S4AAMGCR,yes,LPDDR4X,LPDDR4X,2GB,16Gb,2GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP. 2nd-gen 10nm-class (gen S). LPDDR4X standalone. Rev AA.,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4AAMGCL,K4U6E3S4AA-MGCL,K4U6E3S4AAMGCL,yes,LPDDR4X,LPDDR4X,2GB,16Gb,2GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP. 2nd-gen 10nm-class (gen S). LPDDR4X standalone. Rev AA.,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4ABKFCL,K4U6E3S4AB-KFCL,K4U6E3S4ABKFCL,yes,LPDDR4X,LPDDR4X,2GB,16Gb,2GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP. 2nd-gen 10nm-class (gen S). LPDDR4X standalone. Rev AB.,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4ABKUCL,K4U6E3S4AB-KUCL,K4U6E3S4ABKUCL,yes,LPDDR4X,LPDDR4X,2GB,16Gb,2GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP. 2nd-gen 10nm-class (gen S). LPDDR4X standalone. Rev AB.,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4ABMGCL,K4U6E3S4AB-MGCL,K4U6E3S4ABMGCL,yes,LPDDR4X,LPDDR4X,2GB,16Gb,2GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP. 2nd-gen 10nm-class (gen S). LPDDR4X standalone. Rev AB.,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4ABKHCL,K4U6E3S4AB-KHCL,K4U6E3S4ABKHCL,yes,LPDDR4X,LPDDR4X,2GB,16Gb,2GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP. 2nd-gen 10nm-class (gen S). LPDDR4X standalone. Rev AB.,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4AMGUCL,K4U6E3S4AM-GUCL,K4U6E3S4AMGUCL,yes,LPDDR4X,LPDDR4X,2GB,16Gb,2GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP. 2nd-gen 10nm-class (gen S). LPDDR4X. Rev AM. GUCL suffix=16Gb=2GB. ⚠ AM-GFCL=3GB e AM-GHCL=4GB (ver entradas separadas).,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4AMGFCL,K4U6E3S4AM-GFCL,K4U6E3S4AMGFCL,yes,LPDDR4X,LPDDR4X,3GB,24Gb,3GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP+die. 2nd-gen 10nm-class. Rev AM. GFCL suffix=24Gb=3GB. ⚠ EXCEÇÃO: grammar decodifica 6E→2GB (ERRADO). DB vence.,Samsung Semiconductor Global,confirmed,enriched
K4U6E3S4AMGHCL,K4U6E3S4AM-GHCL,K4U6E3S4AMGHCL,yes,LPDDR4X,LPDDR4X,4GB,32Gb,4GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,QDP. 2nd-gen 10nm-class. Rev AM. GHCL suffix=32Gb=4GB. ⚠ EXCEÇÃO: grammar decodifica 6E→2GB (ERRADO). DB vence.,Samsung Semiconductor Global,confirmed,enriched
K4U8E3S4ADGHCL,K4U8E3S4AD-GHCL,K4U8E3S4ADGHCL,yes,LPDDR4X,LPDDR4X,1.5GB,12Gb,1.5GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP assimétrico. 2nd-gen 10nm-class. 8Gb+4Gb=12Gb=1.5GB. ⚠ EXCEÇÃO: grammar decodifica 8E→1GB (ERRADO). DB vence.,Samsung Semiconductor Global,confirmed,enriched
K4U8E3S4ADGUCL,K4U8E3S4AD-GUCL,K4U8E3S4ADGUCL,yes,LPDDR4X,LPDDR4X,1.5GB,12Gb,1.5GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP assimétrico. 2nd-gen 10nm-class. 8Gb+4Gb=12Gb=1.5GB. ⚠ EXCEÇÃO: grammar decodifica 8E→1GB (ERRADO). DB vence.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4AAMGCL,K4UBE3D4AA-MGCL,K4UBE3D4AAMGCL,yes,LPDDR4X,LPDDR4X,4GB,32Gb,4GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). LPDDR4X standalone. Rev AA.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4AAMGCR,K4UBE3D4AA-MGCR,K4UBE3D4AAMGCR,yes,LPDDR4X,LPDDR4X,4GB,32Gb,4GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). LPDDR4X standalone. Rev AA.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4ABMGCL,K4UBE3D4AB-MGCL,K4UBE3D4ABMGCL,yes,LPDDR4X,LPDDR4X,4GB,32Gb,4GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). LPDDR4X standalone. Rev AB.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4ABKHCL,K4UBE3D4AB-KHCL,K4UBE3D4ABKHCL,yes,LPDDR4X,LPDDR4X,4GB,32Gb,4GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). LPDDR4X standalone. Rev AB.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4ABKUCL,K4UBE3D4AB-KUCL,K4UBE3D4ABKUCL,yes,LPDDR4X,LPDDR4X,4GB,32Gb,4GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). LPDDR4X standalone. Rev AB.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4AMTHCL,K4UBE3D4AM-THCL,K4UBE3D4AMTHCL,yes,LPDDR4X,LPDDR4X,4GB,32Gb,4GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). Rev AM. THCL=32Gb=4GB. ⚠ AM-GHCL=48Gb=6GB e AM-GFCL=24Gb=3GB são exceções.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4AMTFCL,K4UBE3D4AM-TFCL,K4UBE3D4AMTFCL,yes,LPDDR4X,LPDDR4X,4GB,32Gb,4GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,QDP. 3rd-gen 10nm-class (gen D). Rev AM. TFCL=32Gb=4GB.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4AMGFCL,K4UBE3D4AM-GFCL,K4UBE3D4AMGFCL,yes,LPDDR4X,LPDDR4X,3GB,24Gb,3GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,DDP. 3rd-gen 10nm-class. Rev AM. GFCL=24Gb=3GB. ⚠ EXCEÇÃO: grammar decodifica BE→4GB (ERRADO). DB vence.,Samsung Semiconductor Global,confirmed,enriched
K4UBE3D4AMGHCL,K4UBE3D4AM-GHCL,K4UBE3D4AMGHCL,yes,LPDDR4X,LPDDR4X,6GB,48Gb,6GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,HDP (Hexa Die Package). 3rd-gen 10nm-class. Rev AM. GHCL=48Gb=6GB. ⚠ EXCEÇÃO: grammar decodifica BE→4GB (ERRADO). DB vence.,Samsung Semiconductor Global,confirmed,enriched
K4UCE3Q4AAMGCL,K4UCE3Q4AA-MGCL,K4UCE3Q4AAMGCL,yes,LPDDR4X,LPDDR4X,8GB,64Gb,8GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,ODP. 3rd-gen 10nm-class (gen D). 64Gb=8GB. Premium flagship 2018+.,Samsung Semiconductor Global,confirmed,enriched
K4UCE3Q4ABKUCL,K4UCE3Q4AB-KUCL,K4UCE3Q4ABKUCL,yes,LPDDR4X,LPDDR4X,8GB,64Gb,8GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,ODP. 3rd-gen 10nm-class (gen D). Rev AB. 64Gb=8GB.,Samsung Semiconductor Global,confirmed,enriched
K4UJE3Q4AATFCL,K4UJE3Q4AA-TFCL,K4UJE3Q4AATFCL,yes,LPDDR4X,LPDDR4X,6GB,48Gb,6GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,HDP. 3rd-gen 10nm-class. 48Gb=6GB. Galaxy S9+ / Note 9 era.,Samsung Semiconductor Global,confirmed,enriched
K4UJE3Q4AATHCL,K4UJE3Q4AA-THCL,K4UJE3Q4AATHCL,yes,LPDDR4X,LPDDR4X,6GB,48Gb,6GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,HDP. 3rd-gen 10nm-class. 48Gb=6GB.,Samsung Semiconductor Global,confirmed,enriched
K4UJE3D4AAKFCL,K4UJE3D4AA-KFCL,K4UJE3D4AAKFCL,yes,LPDDR4X,LPDDR4X,6GB,48Gb,6GB,LPDDR4X,2CH x16,1.8V/1.1V/0.6V,,,,FBGA,HDP. 3rd-gen 10nm-class. Rev D. 48Gb=6GB.,Samsung Semiconductor Global,confirmed,enriched
K3UH6H60AMTHCL,K3UH6H60AM-THCL,K3UH6H60AMTHCL,yes,LPDDR4X,LPDDR4X Multi-Channel,6GB,48Gb,6GB,LPDDR4X,4CH x16,1.8V/1.1V/0.6V,,,12x12.7mm,FBGA,QDP. LPDDR4X 4CH multi-channel. K3UH=4CH (≠K4U=2CH). 48Gb=6GB. ⚠ EXCEÇÃO: grammar decodifica H6→4GB (ERRADO). DB vence. Cf. PSG 1H 2017: K3UH6H60AM-NGCJ.,Samsung Semiconductor Global,confirmed,enriched
K3UH6H60BMEGCL,K3UH6H60BM-EGCL,K3UH6H60BMEGCL,yes,LPDDR4X,LPDDR4X Multi-Channel,6GB,48Gb,6GB,LPDDR4X,4CH x16,1.8V/1.1V/0.6V,,,12x12.7mm,FBGA,QDP. LPDDR4X 4CH multi-channel. Rev B (gen B). 48Gb=6GB. ⚠ EXCEÇÃO: grammar decodifica H6→4GB (ERRADO). DB vence.,Samsung Semiconductor Global,confirmed,enriched
K3UH6H60BMAGCL,K3UH6H60BM-AGCL,K3UH6H60BMAGCL,yes,LPDDR4X,LPDDR4X Multi-Channel,6GB,48Gb,6GB,LPDDR4X,4CH x16,1.8V/1.1V/0.6V,,,12x12.7mm,FBGA,QDP. LPDDR4X 4CH multi-channel. Rev B (gen B). 48Gb=6GB. ⚠ EXCEÇÃO: grammar decodifica H6→4GB (ERRADO). DB vence.,Samsung Semiconductor Global,confirmed,enriched
